id_alumne,P1,DDB,IO,ALGE,CAL,MD,FIS,ALGO,P2,ED,ELEC,AA,DS,EC,ICC,EMP,PIE,PAE,PIS,SO1,IA,SO2,TNUI,VA,XAR,BD,FHIC,GiVD,LIL,SWD
607,5.7,5.7,5.7,5.4,7.4,5.3,5.0,2.0,7.1,5.5,6.9,5.0,6.8,5.0,5.7,6.1,6.3,6.5,8.0,5.9,5.6,6.5,5.8,6.2,7.6,6.1,6.0,3.9,5.3,6.6
612,6.0,8.6,2.0,2.6,8.9,3.0,2.1,6.0,6.0,6.0,2.7,5.2,6.0,5.8,8.0,5.1,1.0,7.0,6.0,2.7,5.1,7.5,5.9,7.7,,6.0,5.2,6.7,6.0,7.3
615,6.7,7.3,6.1,2.0,8.3,9.0,7.8,5.5,7.6,4.4,8.4,6.1,3.5,7.1,5.4,6.4,7.2,8.0,6.4,5.4,5.2,7.6,5.0,7.5,6.5,5.7,6.1,6.7,7.4,6.7
616,6.0,7.4,4.6,1.3,8.7,3.0,6.1,6.7,5.2,1.9,6.5,5.1,2.6,5.5,6.9,7.3,5.8,7.0,6.4,5.4,5.6,7.8,5.2,7.0,2.5,3.9,6.0,4.0,5.4,6.0
618,,6.5,3.4,1.1,6.1,7.8,5.5,5.9,,,6.5,7.0,3.3,5.0,3.9,5.5,6.3,6.0,7.0,2.5,5.0,7.5,5.7,6.8,,,5.3,7.8,4.0,7.1
619,3.2,8.0,7.3,9.3,8.1,7.7,7.9,6.8,5.7,5.4,8.0,7.0,6.5,6.0,6.6,7.6,8.0,7.2,10.0,5.0,6.7,8.0,6.6,8.2,7.5,5.8,7.6,5.2,8.4,6.4
623,5.0,10.0,7.5,7.9,9.0,7.3,2.9,7.0,8.0,8.9,10.0,9.0,6.7,5.1,8.0,8.0,7.5,8.0,9.0,6.0,8.0,8.8,8.2,7.0,7.5,6.7,5.6,7.0,5.0,6.0
624,6.0,4.0,7.6,6.1,9.3,5.9,1.3,5.4,8.0,7.0,9.6,9.0,6.5,5.3,7.6,7.4,5.5,8.0,9.0,5.3,5.0,8.1,5.5,7.5,7.5,6.4,5.6,5.5,6.2,6.4
625,,,,1.8,9.8,,,4.0,,0.0,,,,,,,,,,,,,,,,,,,,
627,8.5,6.8,6.7,8.2,7.7,6.6,6.8,5.5,6.8,5.6,6.9,0.0,7.2,6.2,7.4,7.9,9.3,8.0,9.9,7.9,7.1,8.0,8.1,8.4,9.0,6.7,6.0,6.6,8.2,7.1
632,5.7,9.1,6.5,7.0,6.1,5.0,8.0,8.6,7.6,7.5,6.5,7.7,5.0,6.9,8.5,5.9,6.3,,,,7.0,,7.6,6.6,,,,,,
633,1.5,4.0,2.0,,6.7,1.5,2.7,5.3,,2.1,,,,,,,,,,,,,,,,,,,,
635,,,,,,,,3.2,,0.0,,,,,,,,,,,,,,,,,,,,
641,6.1,6.0,7.5,10.0,6.0,7.3,5.1,5.8,0.0,1.6,4.9,6.1,6.1,6.3,5.2,7.3,7.0,7.3,6.3,5.0,7.0,8.0,8.5,6.0,6.0,2.8,7.0,5.6,6.2,7.3
643,5.0,9.3,7.2,6.0,6.0,6.5,7.0,6.4,8.7,7.1,8.1,3.0,6.7,6.6,,,6.8,,,,,,,,,,,,,
644,,4.0,,4.1,5.0,5.0,7.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,
645,2.5,4.0,3.6,2.5,6.6,5.0,5.8,5.8,5.6,6.3,6.6,5.2,7.4,6.5,5.1,8.0,5.1,6.0,10.0,5.6,5.0,9.0,7.8,5.8,7.6,7.0,5.7,7.2,5.7,9.0
646,6.0,,6.7,6.2,5.9,,2.7,6.6,6.0,6.0,6.5,5.0,6.0,5.7,5.2,5.7,5.0,7.3,6.0,5.8,5.3,8.0,7.4,8.0,6.2,6.0,5.5,5.2,6.0,6.7
647,,6.5,7.5,6.5,6.8,5.8,3.2,5.3,,,4.9,5.5,6.1,6.7,4.0,7.8,5.8,8.6,7.5,5.9,5.5,7.5,6.7,8.1,,,5.5,6.8,6.4,7.3
648,,,,5.7,,5.4,,6.7,,,7.8,5.6,5.8,6.6,5.5,4.0,5.0,7.5,5.5,6.4,,6.8,0.0,7.0,,,5.0,,,6.4
651,4.4,4.0,5.2,3.4,6.4,6.4,5.0,5.3,3.8,2.4,4.3,2.0,2.6,2.3,5.0,5.9,5.9,4.0,6.2,3.4,,,,,,,,3.2,,
658,5.0,6.1,4.0,1.7,7.5,2.2,5.7,2.8,5.5,1.8,2.9,5.0,3.4,5.0,5.1,6.2,2.0,7.3,8.2,2.0,3.5,6.2,3.3,6.0,,,,4.0,,
661,6.0,6.9,6.1,5.5,8.1,5.5,6.6,6.6,6.0,6.0,7.7,0.0,6.0,5.0,5.5,8.2,7.0,8.4,6.0,7.2,6.0,9.0,6.9,8.0,6.2,6.0,5.7,5.7,6.6,6.4
662,1.4,2.0,2.0,7.3,9.4,7.0,5.0,3.0,0.1,5.3,4.5,4.0,,5.1,,5.3,6.0,,,,,,,,,,,,,
665,6.0,6.4,7.8,7.5,7.2,6.3,8.0,7.1,6.1,6.1,6.7,5.4,5.7,8.3,7.6,6.0,8.0,8.3,5.0,5.9,5.3,7.2,8.7,7.6,7.1,6.0,6.0,,,
666,5.4,8.0,6.3,9.5,6.8,6.7,6.4,6.4,6.6,5.8,5.4,,6.1,5.3,7.1,,7.0,,,,,,,,,,,,,
669,5.1,7.2,7.5,7.6,8.5,7.4,6.4,6.9,7.8,6.6,4.4,5.0,5.7,3.4,8.1,5.1,3.0,3.0,7.0,6.9,5.2,,6.2,,4.0,,,,,
670,5.0,5.7,3.4,4.6,6.8,5.8,5.6,7.2,0.4,2.7,6.6,5.7,5.3,5.9,9.0,7.2,7.0,7.2,7.0,6.5,6.3,8.4,7.6,7.1,6.8,,7.0,,8.2,
671,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,
676,5.3,5.0,4.2,6.4,7.2,8.0,5.0,6.2,6.6,2.5,5.0,5.6,6.2,9.3,6.9,6.8,7.1,5.4,8.3,7.6,5.5,8.4,7.1,8.0,5.0,6.7,6.8,,6.4,3.0
677,5.2,1.0,3.3,3.8,5.4,5.5,5.2,5.0,5.4,5.5,3.0,2.0,,2.5,,,,,6.0,,,,,,,,,,,
680,5.8,6.8,7.0,4.0,8.0,5.6,5.6,7.0,7.2,5.1,3.6,2.0,6.0,3.9,9.0,6.4,5.9,9.0,6.8,7.7,5.0,6.7,7.2,2.1,,,5.0,,6.0,5.9
682,0.2,,,2.0,5.2,,5.0,1.4,,,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,6.7,5.9,4.3,2.0,,,2.1,,,5.0,,,5.7,7.7,,6.1,,,,,,
686,5.8,5.7,5.0,5.1,5.1,5.7,6.0,6.4,7.0,6.1,8.0,6.5,6.5,5.0,7.6,5.0,5.9,8.6,6.0,8.4,6.5,7.5,7.0,6.5,6.2,6.6,5.7,7.0,6.6,0.0
690,6.0,6.9,,,5.3,,,5.9,6.0,6.0,,,,,,,,,,,,,,,6.0,6.0,,,,
692,1.3,3.0,,5.6,8.0,7.8,4.4,2.0,,0.6,,,,,,1.1,,,,,,,,,,,,,,
693,6.0,6.6,7.0,7.0,6.0,3.9,5.0,6.4,6.0,6.0,4.7,6.2,6.0,3.8,6.6,,,7.5,6.0,7.2,,,,,,6.0,,,,
696,6.0,6.0,3.6,2.0,5.7,6.6,5.2,5.8,6.0,5.7,2.8,5.2,6.0,5.0,5.8,6.4,5.8,8.5,6.0,7.4,5.2,8.1,5.8,6.5,7.4,6.0,6.0,6.7,4.0,3.0
698,1.8,6.6,1.3,7.0,8.4,6.0,5.2,5.3,3.6,2.9,5.6,6.5,,5.4,,5.8,5.0,,,,,,,,,,,,,
699,,5.3,,5.4,9.2,7.0,6.0,6.6,,7.0,4.6,6.5,6.5,5.0,7.6,9.0,7.0,7.0,7.2,,6.7,8.0,6.7,6.8,,,,,,
701,6.0,,6.0,,4.2,,,1.8,,0.4,,0.0,,,,,,,,6.0,,,,,6.0,6.0,,,,
702,,7.7,,6.2,9.2,7.6,5.0,7.7,8.0,5.9,5.4,5.9,5.4,5.0,6.1,6.5,6.7,7.0,7.2,,4.0,7.3,6.8,5.9,,,,,,
706,7.0,5.0,2.0,3.8,6.8,3.5,6.4,5.8,5.8,2.0,4.9,3.0,3.9,7.4,6.9,5.2,6.0,7.1,7.7,3.0,,,6.6,,,,,,,
708,7.5,5.0,2.3,3.3,5.2,5.0,5.2,5.5,5.0,5.1,5.0,2.0,3.9,1.5,,5.8,3.0,8.5,7.5,3.5,5.3,,4.0,4.6,,3.8,5.7,,6.5,
709,0.6,,,1.1,7.6,3.3,4.4,1.3,,1.6,,,,,,,,,,,,,,,,,,,,
711,5.3,3.0,,5.7,8.1,5.0,5.2,5.3,6.1,5.6,3.8,3.0,5.0,,,,5.4,,7.5,,,,,,,,,,,
712,6.0,7.4,1.5,3.0,7.5,5.5,5.0,6.2,6.0,5.6,5.0,5.0,6.3,5.1,5.0,6.1,5.1,8.4,6.0,7.0,5.7,6.9,6.6,6.5,5.0,6.0,6.0,7.0,6.5,7.0
714,6.0,4.0,7.2,4.1,8.5,6.0,5.0,5.9,6.0,7.7,5.0,3.0,6.5,6.0,6.8,6.9,7.5,6.7,10.0,5.5,5.6,6.9,6.3,6.3,3.9,6.0,6.0,5.4,,
715,6.0,7.9,,1.8,6.8,6.9,5.0,6.3,6.0,7.0,5.0,7.0,5.7,6.5,5.0,8.2,7.1,7.0,6.0,,5.7,7.2,6.3,7.4,,6.0,6.0,5.6,6.7,6.3
719,5.2,6.3,6.5,3.4,7.9,7.9,5.4,6.0,1.8,5.2,2.8,2.0,5.0,5.6,6.0,5.6,5.0,7.0,7.5,5.0,,7.0,5.3,,0.0,,6.0,,1.3,
720,6.0,6.6,5.5,4.1,6.3,6.3,8.0,6.0,6.0,8.1,5.7,5.4,6.4,5.9,7.8,7.1,6.6,9.0,6.0,4.4,5.1,7.8,7.2,7.0,7.1,6.0,6.0,6.0,6.3,7.3
721,6.0,7.6,,0.2,7.8,5.6,5.0,4.3,6.0,6.7,,2.0,5.0,2.3,,1.6,,,8.5,,,,,,,6.0,6.0,,,
722,6.0,4.0,,0.4,5.6,5.7,2.8,3.5,6.0,5.7,2.8,3.0,5.3,5.0,5.0,5.7,3.5,6.5,8.5,,,6.9,,6.3,,6.0,6.0,4.7,5.7,6.2
723,5.0,4.0,3.0,4.0,7.2,2.7,5.0,1.5,2.9,3.5,4.1,3.0,,6.0,,3.7,,,,,,,,,,,,,,
731,1.4,7.2,3.8,2.9,6.5,3.0,5.0,2.9,5.6,5.1,3.4,3.0,3.7,5.0,7.4,5.4,6.6,5.5,6.8,5.0,5.4,6.0,5.9,,,,5.1,,5.2,5.1
735,5.0,6.4,3.0,1.8,7.2,5.0,5.2,3.0,1.0,2.1,4.9,3.0,2.1,7.3,6.9,6.6,7.0,,7.7,7.9,,6.9,1.5,6.3,7.0,,,,,
736,5.7,5.2,6.5,5.0,8.7,6.5,6.2,6.2,7.2,6.5,6.1,7.0,5.0,5.0,9.0,6.2,8.1,8.3,7.6,6.3,6.5,8.0,5.0,7.1,5.0,6.1,7.3,6.6,6.8,7.0
737,1.5,6.3,7.2,5.3,8.9,8.3,6.0,4.0,6.8,5.8,6.3,5.9,5.7,6.0,1.5,5.8,8.0,5.0,6.8,7.0,6.1,7.4,5.7,6.7,7.3,5.7,5.1,,6.6,6.8
738,5.8,5.2,5.1,5.9,5.5,5.3,5.3,6.1,7.0,6.8,7.3,5.7,3.8,5.2,7.3,7.2,8.2,7.3,6.8,5.4,6.0,8.0,5.0,6.1,6.0,6.2,5.0,6.8,6.9,6.7
741,6.0,6.9,6.0,5.3,8.1,6.3,5.6,6.1,,,3.6,5.3,,5.0,6.0,6.6,5.0,7.0,,6.0,5.7,7.2,7.6,7.2,6.0,6.0,6.1,5.7,5.5,7.0
744,6.0,5.7,5.7,5.6,7.4,5.0,5.0,7.3,6.0,6.0,5.0,8.0,6.0,7.0,8.3,8.2,6.4,7.0,6.0,7.1,6.7,8.0,7.0,7.5,6.4,6.0,6.1,7.1,6.6,7.4
745,6.0,,,,,,,5.6,6.0,6.0,,,,,,,,,,,,,,,6.0,6.0,,,,
753,1.2,2.0,,,3.1,,3.2,2.5,0.9,1.9,,,,,,,,,,,,,,,,,,,,
754,,,,2.7,2.6,,,,,,,,,,,,,,,,,,,,,,,,,
755,,,,0.1,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
758,3.9,4.0,2.7,3.3,8.0,6.6,5.6,3.0,1.8,4.4,6.6,7.7,6.7,2.5,8.3,8.4,6.5,7.0,7.0,5.7,5.0,6.9,7.4,6.9,7.6,,6.7,,5.7,
760,5.1,5.6,,5.2,10.0,5.8,,5.0,,,,,3.3,,8.5,,6.2,,,,,,,,,,,,,
763,,10.0,7.2,,,,,6.5,7.7,8.7,7.8,7.0,7.5,6.4,,6.0,,9.1,10.0,7.2,7.2,7.9,,9.0,,,,,,
766,3.6,2.0,,4.4,9.8,5.0,5.0,8.3,,,,,,,,,,,,,,,,,,,,,,
770,6.0,5.4,6.0,5.5,6.9,6.3,1.6,6.3,5.4,2.8,3.0,2.0,3.1,3.0,5.4,6.1,2.5,6.0,0.0,6.0,5.0,6.4,6.8,3.5,6.0,6.0,,,,
771,0.5,7.4,2.1,1.0,8.1,6.5,5.0,3.5,0.1,4.3,2.3,4.0,5.8,,5.9,4.2,,,,,,,2.3,,,,,,,
774,0.9,4.0,4.0,5.0,5.8,5.0,2.0,1.8,5.0,2.5,5.4,5.0,5.0,7.8,4.5,5.8,5.0,4.0,7.5,5.7,7.4,6.1,7.6,6.2,7.1,,5.5,,,
777,0.9,,,0.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
778,,7.4,3.1,2.5,6.2,,5.0,1.8,,,,,,,,5.6,,4.0,,,,,,,,,,,,
781,5.5,6.0,3.2,5.0,3.9,,1.6,1.2,0.7,,,,,,,,,,,,,,,,6.0,,,,,
782,7.0,7.1,2.4,6.6,7.4,5.8,3.2,1.8,4.5,5.0,4.9,3.0,6.1,6.5,8.1,2.7,3.0,5.2,7.7,2.9,,,2.6,5.8,,,,,,
788,6.0,7.8,6.0,3.6,7.3,6.0,6.0,5.0,,,3.0,2.0,,4.0,6.0,5.7,3.0,3.0,,6.0,0.0,5.2,,5.7,6.0,6.0,,,5.0,
790,1.3,4.0,,5.9,5.5,6.0,5.0,,,0.3,,,,,,,,,,,,,,,,,,,,
791,6.0,,6.0,0.0,6.8,3.7,5.6,1.5,6.2,2.4,,,,,,,,,,6.0,,,,,6.0,6.0,,,,
794,6.0,2.0,,0.2,9.3,,,5.5,6.0,6.0,,,6.0,,,,,,6.0,,,,,,,6.0,,,,
795,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,,8.9,5.4,7.4,7.7,7.0,5.0,5.9,6.8,5.6,5.0,5.7,5.3,6.0,8.6,6.3,6.6,6.0,6.3,5.0,5.4,7.4,7.8,6.7,,5.1,5.5,5.0,6.4,6.6
802,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,3.5,6.1,5.7,6.5,7.5,8.0,6.2,1.8,5.7,0.5,8.2,7.9,6.4,3.1,9.6,5.5,7.0,4.5,3.8,6.0,6.3,8.4,7.2,7.3,7.4,,5.6,,8.2,
805,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
806,6.0,2.0,0.0,1.0,5.7,3.5,5.0,6.1,6.0,3.9,2.0,2.0,2.9,1.0,,2.4,,3.0,6.0,0.8,,,,,,6.0,6.0,,,
807,7.6,8.0,7.0,,,,8.4,7.4,8.5,8.3,7.6,5.0,7.0,6.8,,7.6,,,,,,,,,,,,,,
808,3.6,4.0,1.5,2.5,6.8,5.1,5.2,2.3,1.5,4.7,4.1,5.0,6.6,3.3,6.4,6.0,4.6,5.0,0.0,5.0,,6.0,3.7,,,,5.1,,,
809,2.3,2.0,,2.5,6.4,6.3,5.2,1.3,,1.1,,,,,,,,,,,,,,,,,,,,
810,,,,,6.1,,2.0,,,,,,,,,,,,,,,,,,,,,,,
812,0.3,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,
814,,,,,6.3,3.4,5.6,3.2,,,,,,,,,,,,,,,,,,,,,,
817,3.8,2.0,,3.2,7.9,,,5.7,,,,,,,,,,,,,,,,,,,,,,
819,2.0,1.0,5.7,4.1,7.5,5.0,5.2,5.5,3.4,5.0,3.5,,5.0,2.1,5.7,2.9,,,6.0,5.4,,,,,,,,,,
821,5.8,6.8,5.8,5.0,6.2,5.8,6.8,5.6,6.1,7.3,2.4,3.0,,5.7,,,,3.5,,5.7,,,,,,,,,,
824,1.5,2.0,2.0,1.3,8.1,3.7,7.0,6.0,,,3.1,,,,,,1.0,,,,,,,,,,,,,
825,3.7,2.0,5.4,6.0,8.3,5.7,6.8,5.7,8.0,6.5,6.0,6.0,5.1,6.3,7.2,5.8,6.0,9.1,7.7,6.0,,7.5,7.6,7.5,6.9,,,,,
826,5.6,7.4,8.0,6.2,8.3,9.0,5.6,7.1,8.5,7.6,7.7,5.7,7.2,6.2,6.9,8.0,9.0,7.5,10.0,8.1,9.0,7.6,8.6,7.5,9.1,,,,,
827,1.3,2.0,0.0,4.0,8.8,5.3,6.4,2.5,2.1,1.1,5.0,,,0.9,6.7,6.1,,,,,,,,,,,,,,
831,5.3,6.0,6.8,6.3,7.1,5.3,6.3,7.0,6.6,7.0,6.0,5.0,6.2,7.0,9.2,5.2,6.6,8.0,10.0,6.3,5.0,7.9,7.9,6.5,7.6,,,,,
832,6.0,3.0,3.1,5.0,7.9,5.0,2.4,5.3,5.8,2.5,,,,,,6.0,,,,,,,,,,6.0,6.0,,,
833,6.0,7.4,6.7,6.0,5.0,5.3,3.2,5.8,7.8,6.2,5.0,5.0,4.4,7.1,5.4,6.0,6.7,7.1,7.7,6.1,,6.9,7.2,7.0,,6.0,6.0,,,
840,6.0,7.3,6.7,5.3,6.7,7.0,6.8,6.9,,6.3,6.0,7.1,6.6,7.0,6.5,6.0,7.2,6.5,9.5,7.9,7.0,8.7,8.4,6.6,7.7,6.0,6.0,,,
841,1.9,6.0,,1.0,6.9,3.3,4.0,2.1,2.2,5.6,3.6,,,,,,,,,,,,,,,,,,,
842,5.0,7.6,7.3,6.2,8.5,5.0,6.0,7.0,7.8,6.8,6.6,5.8,6.2,8.5,7.9,7.3,8.2,5.6,7.8,7.0,6.0,8.3,8.5,6.3,6.7,,,,,
846,7.2,5.1,5.7,3.5,6.4,5.7,5.0,5.0,6.0,6.0,4.1,5.0,6.0,5.3,6.6,5.6,4.0,5.9,6.0,6.0,0.0,6.2,5.0,,,6.0,,,,
847,6.0,,,,5.7,3.5,4.0,4.0,,7.0,,,,,,6.0,,,,,,,,,,6.0,6.0,,,
848,6.0,6.0,0.0,5.0,8.4,5.0,5.6,6.3,,5.5,3.1,5.0,3.2,3.8,6.1,6.0,,5.9,,4.0,,,,,,6.0,6.0,,,
852,6.0,1.0,6.0,0.2,6.7,3.7,6.0,2.2,0.2,,,,,,,,,,,6.0,,,,,6.0,6.0,,,,
854,7.1,6.0,8.5,7.8,7.7,9.0,6.4,7.5,6.0,8.5,7.6,8.3,5.8,7.4,9.3,9.0,9.6,7.5,9.5,7.3,6.4,8.4,8.1,7.3,6.0,,,,,
855,2.3,6.1,3.6,1.0,8.8,5.0,6.4,5.0,0.2,,,,,,,,,,,,,,,,,,,,,
856,6.0,2.0,6.0,5.1,7.5,6.4,8.0,5.0,0.3,,,,,,,,,,,6.0,,,,,6.0,6.0,,,,
861,4.6,8.4,8.1,8.3,8.9,9.0,6.4,6.5,7.6,7.2,6.9,5.6,7.0,7.2,8.4,7.8,9.0,7.0,7.8,7.5,8.1,7.8,8.8,7.4,8.2,,,,,
863,0.5,,,2.1,,,,2.2,1.5,,,,,,,,,,,,,,,,,,,,,
866,5.1,7.6,,6.0,7.2,5.2,5.1,5.0,5.7,6.3,4.7,3.0,3.3,6.9,7.1,2.9,5.7,,0.0,,5.1,,,,,,,,,
868,6.0,3.0,3.0,0.3,5.9,5.4,5.0,5.7,7.9,5.8,,3.0,1.3,5.4,6.7,,1.0,,0.0,,,,,,,6.0,6.0,,,
869,5.5,5.4,7.5,6.2,6.5,5.8,5.8,6.5,7.6,6.4,5.4,5.0,3.3,6.7,5.7,5.0,5.0,,0.0,,5.9,,8.6,6.6,6.5,,,,,
870,0.2,,,2.0,5.0,,5.8,2.7,,,,,,,,5.2,5.0,,,,,,,,,,,,,
871,8.4,8.3,6.4,6.2,5.0,7.5,5.5,6.7,7.5,6.7,7.1,6.4,6.2,8.2,9.0,5.7,7.0,7.0,9.0,6.6,8.0,7.8,8.6,6.0,8.0,7.1,6.4,3.6,,
875,6.8,7.0,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,
876,6.1,6.3,5.8,5.0,9.3,5.5,5.1,7.5,,1.9,,5.5,,3.5,,5.0,5.0,4.0,,,,,2.4,,,3.3,5.6,,,
877,6.1,8.3,6.8,6.4,9.1,7.9,7.2,6.1,6.1,5.5,4.0,5.0,2.2,5.2,8.1,5.4,7.5,7.0,7.8,5.3,,,,,,,,,,
879,5.0,7.3,5.3,6.0,7.6,5.5,8.8,7.2,5.4,5.9,3.7,5.3,5.1,5.0,6.1,7.2,6.5,3.5,8.5,6.2,7.3,,6.8,6.4,7.0,,,,,
882,3.7,7.3,7.0,6.1,6.0,6.0,6.2,3.3,5.8,6.4,6.1,7.9,5.6,7.2,,5.9,5.2,6.4,,6.7,7.5,6.0,,,,,,,,
883,5.5,9.1,7.1,8.2,8.6,9.0,6.4,7.3,8.0,8.3,7.2,7.1,7.0,7.2,9.0,7.1,8.2,6.2,7.8,6.5,7.9,7.9,8.5,6.9,6.9,,,,,
885,6.0,2.0,0.0,5.4,8.4,7.2,6.0,2.8,,,,,,4.3,,,,,,,,,,,,6.0,6.0,,,
887,7.2,6.8,7.4,7.5,5.0,7.0,5.7,6.5,7.5,7.1,4.9,5.7,5.9,7.0,9.3,6.3,7.0,6.7,10.0,6.9,6.3,7.6,6.0,7.9,8.5,5.0,5.5,,,
891,5.0,6.8,7.1,5.3,6.4,5.9,6.0,5.6,7.9,7.2,5.8,7.0,5.4,5.7,8.0,5.8,7.2,9.2,7.7,7.1,7.0,8.3,7.4,6.7,7.1,,,,,
893,3.8,3.0,4.0,8.1,5.3,7.0,6.8,3.0,6.8,7.0,3.5,,2.5,,5.1,4.4,,,6.0,2.6,,,,,,,,,,
895,7.0,9.1,9.0,8.5,8.9,9.3,6.4,7.3,8.4,9.5,8.8,9.7,8.2,9.3,9.2,7.7,9.2,9.3,10.0,8.7,9.0,8.1,8.6,8.3,9.5,,,,,
897,6.8,9.0,5.9,3.5,5.0,6.3,5.2,2.5,7.3,7.6,5.0,8.1,6.6,1.3,6.1,3.3,,7.0,9.5,5.0,5.3,8.0,,,,,,,,
899,6.0,3.6,6.0,1.2,8.1,3.4,7.6,5.5,2.4,2.9,2.6,3.0,,3.6,,3.8,,5.5,4.0,6.0,,,,,6.0,6.0,,,,
900,0.3,,,5.4,10.0,,,3.3,,,,,,,,,,,,,,,,,,,,,,
901,5.2,7.0,7.0,8.3,9.8,6.2,7.2,7.3,6.7,6.6,7.2,5.0,5.7,7.1,9.0,5.0,5.2,8.3,10.0,6.5,5.0,7.7,7.7,6.5,7.3,,,,,
902,,,,,5.3,,,6.1,2.8,,,,,,,,,,,,,,,,,,,,,
903,3.1,5.0,6.0,6.0,8.3,7.0,8.4,7.0,1.7,5.9,5.1,3.0,5.4,6.8,7.9,7.1,7.4,5.0,7.5,6.5,6.4,7.0,8.8,6.9,6.1,,,,,
904,5.4,6.2,7.5,5.3,7.2,6.5,5.6,6.5,6.2,6.4,6.0,6.2,6.3,8.2,7.7,6.0,7.8,7.0,10.0,6.5,7.7,7.2,8.5,6.3,7.9,,,,,
905,6.4,,,5.0,5.0,8.1,5.3,5.9,,,5.0,,,,6.6,5.6,5.6,,,,,,,,,,,,,
909,5.0,6.9,7.2,8.2,9.0,7.6,6.4,7.3,7.6,8.5,6.3,6.2,6.8,6.8,9.0,6.5,6.7,7.0,7.7,7.2,6.0,7.5,8.0,7.6,7.1,,,,,
910,,,,,4.2,,1.6,0.4,,,,,,,,,,,,,,,,,,,,,,
914,0.8,,,0.7,1.9,4.7,4.4,1.7,0.0,,,,,,,,,,,,,,,,,,,,,
924,5.0,6.3,7.0,7.6,7.0,7.3,5.2,5.6,7.0,5.8,3.5,6.4,3.7,6.3,7.8,5.0,4.4,8.1,7.5,5.9,,8.2,,7.0,,,,,,
925,0.9,4.0,1.0,5.5,6.9,5.7,5.0,5.5,0.9,,4.2,4.0,5.1,5.8,,,5.2,,,5.2,,5.9,,,,,,,,
926,0.2,1.0,2.0,6.2,7.2,6.3,6.4,5.3,0.5,5.5,4.8,3.0,5.0,6.4,5.1,6.7,5.9,,,,,,,,,,,,,
931,6.1,9.9,8.2,7.6,9.0,7.7,6.4,6.0,7.6,8.4,7.7,5.0,6.3,6.9,7.0,7.4,7.4,8.4,10.0,8.3,7.4,7.6,7.6,6.4,7.4,,,,,
934,7.0,9.4,8.6,6.0,7.9,9.0,7.6,8.3,8.6,7.7,5.3,6.8,6.5,7.1,9.0,6.4,8.5,8.4,8.5,7.5,7.5,8.7,9.7,8.5,7.5,,,,,
935,1.4,2.0,,5.0,8.6,,,5.0,0.7,,,,,,,,,,,,,,,,,,,,,
937,0.6,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,
941,0.7,,,3.3,5.9,,,2.1,0.5,,,,,,,,,,,,,,,,,,,,,
942,1.0,,,4.1,3.3,6.2,5.2,1.3,1.7,,,,,,,,,,,,,,,,,,,,,
949,6.0,,8.4,6.0,6.0,6.0,6.0,6.0,,9.7,9.8,4.0,9.0,6.0,9.5,8.0,6.7,,,,,,7.7,,7.1,,,,,
950,0.0,,8.0,6.6,6.0,7.7,6.5,8.0,0.0,0.0,,,0.0,6.3,,5.0,,8.3,0.0,,,,,,,0.0,,,,
