id_alumne,ADIP,ELPR,IACD,LIRM,MAVE,ALLI,ARIT,FISI,IACI,PRCI,CDDV,ESAL,GELI,GRAF,MNU1,CIDV,GEPR,HIMA,MMSD,TOPO,ANMA,EQAL,GDCS,MNU2,PROB,ANCO,EQDI,ESTA,MODE,TGGS
653,5.3,2.6,5.3,6.8,7.0,5.5,6.2,6.0,5.0,5.5,3.1,,5.0,3.7,,,,3.8,4.1,,,,,,,,,,,
654,6.8,5.9,7.0,5.6,5.8,5.9,5.0,8.5,5.0,5.8,5.5,5.4,5.3,7.1,5.6,1.7,8.0,5.5,5.7,5.0,7.2,5.9,7.8,9.0,5.2,,,,7.0,
655,6.0,3.1,1.6,3.6,5.0,1.2,5.7,2.5,3.1,5.0,2.4,1.6,1.4,5.5,0.3,2.5,2.0,5.3,5.3,1.2,,,1.9,,,,,,,
656,5.5,5.0,4.4,8.0,6.0,2.5,5.2,3.5,,4.4,,,,,1.2,,,,,,,,,,,,,,,
657,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,5.0,8.2,3.6,6.4,8.0,5.0,2.9,6.5,5.8,6.7,7.8,,6.0,7.5,5.4,1.3,5.0,6.8,5.1,0.3,,,,,3.8,,,,,
660,5.8,6.6,5.0,7.1,8.0,5.0,7.0,9.0,5.4,6.1,6.0,1.2,6.2,6.5,5.0,0.3,5.0,6.5,6.1,5.2,5.4,3.5,4.2,5.2,5.1,3.0,,2.9,1.9,1.6
663,5.8,6.9,5.1,5.5,9.0,7.7,6.0,5.1,7.0,6.2,6.9,6.3,6.1,5.6,5.6,5.4,6.0,6.2,7.5,5.3,9.5,7.3,7.5,8.4,6.5,9.0,7.2,7.0,6.5,6.6
664,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
667,6.4,6.4,6.2,6.4,6.3,6.3,6.4,6.4,6.2,6.4,5.3,3.2,3.2,5.9,5.2,0.1,2.0,5.0,5.8,5.0,1.1,,4.5,5.7,,,,,,3.9
668,4.5,7.1,6.3,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.5,4.1,5.0,5.9,1.8,4.3,5.5,3.2,4.0,,,,,,2.3,,,,,
672,8.5,7.3,5.1,6.1,7.0,3.3,5.4,3.2,4.4,5.0,5.3,3.3,2.8,5.9,2.2,,6.5,,3.9,,,,,,,,,,,
673,,,0.6,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,
674,8.0,6.5,6.1,7.1,7.0,6.6,6.3,5.7,5.8,6.1,5.1,6.2,5.9,5.8,5.4,5.5,6.5,5.0,7.4,7.0,5.2,6.2,6.3,7.5,5.6,7.0,5.1,6.8,,6.9
675,2.8,,1.8,3.9,5.5,,4.4,6.0,2.1,,,,,,,,,,,,,,,,,,,,,
678,6.5,5.0,5.0,5.9,5.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,
679,5.5,5.0,5.4,5.5,5.4,,3.5,5.2,1.7,6.1,3.5,,,5.9,4.0,,,,,,,,,,,,,,,
681,8.5,9.0,7.7,8.2,10.0,7.0,7.9,6.2,7.4,8.0,7.0,7.7,5.9,8.1,5.5,5.8,7.0,7.0,7.1,6.0,8.3,5.6,5.9,5.9,5.2,,5.5,,,
683,4.5,3.1,,4.3,5.0,1.8,5.3,5.5,3.6,,1.4,,,,,,,,,,,,,,,,,,,
685,2.0,,0.8,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
687,6.0,7.8,4.1,6.7,5.0,6.0,5.0,5.0,5.3,6.7,7.3,3.6,5.0,7.2,4.1,7.0,4.1,6.2,7.3,3.2,3.2,6.5,,5.2,5.0,,,5.9,,
688,6.5,4.0,5.0,5.3,5.0,5.2,3.8,5.0,4.1,5.1,,,,7.5,,,,6.3,,,,,,,,,,,,
689,,7.3,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,
691,6.5,9.0,5.1,5.0,5.0,5.0,5.0,5.1,5.3,6.3,6.9,4.7,4.5,6.7,4.3,5.8,2.0,7.0,6.5,0.1,,1.0,,,5.0,,,,,
694,2.0,,3.5,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
695,9.4,7.7,5.9,7.8,7.0,6.0,6.3,8.0,5.8,6.9,,,5.6,,,,,,,,,,,,,,,,,
697,6.5,9.0,5.0,8.3,8.0,5.6,9.4,7.8,4.3,6.6,3.6,6.1,7.7,9.8,5.3,2.1,8.0,5.0,6.6,8.0,7.6,,5.4,1.5,5.5,5.8,2.3,1.4,3.1,5.0
700,6.7,8.8,5.1,5.1,6.0,5.1,6.6,5.0,5.4,6.4,5.8,4.2,5.7,7.1,5.0,3.8,6.0,5.3,6.0,0.3,,,,,3.0,,,,,
703,6.0,3.3,3.9,7.7,8.0,5.0,5.2,5.0,4.3,5.6,5.1,3.3,3.8,7.0,3.6,5.1,6.5,6.1,6.3,2.3,,,,,,,,,,
705,6.3,5.0,6.7,5.3,6.0,5.2,5.0,6.5,7.0,5.0,5.1,6.3,6.9,6.5,5.4,5.0,4.5,7.0,7.3,5.7,5.0,5.4,5.8,6.4,5.0,,,6.4,,6.8
707,6.0,4.3,2.8,5.5,5.0,2.6,5.9,7.0,5.5,6.6,5.0,,6.0,8.0,4.5,,,5.4,6.4,,,,,,,,,,5.4,
710,6.7,6.9,5.9,5.9,6.7,2.2,6.0,5.1,5.0,3.5,5.0,0.6,2.1,6.0,3.6,1.3,,,,,,,,,,,,,,
713,8.0,5.7,5.8,6.8,7.0,6.1,5.4,6.7,7.6,5.0,6.1,4.4,5.7,7.0,5.9,6.3,6.0,6.6,6.8,3.9,2.7,6.1,5.5,2.3,5.0,6.1,,6.9,4.6,
716,8.0,7.3,6.0,6.7,7.0,6.0,5.2,6.3,6.0,6.5,6.8,7.2,6.0,8.1,6.5,5.6,8.5,7.5,8.1,6.0,7.8,5.1,6.3,6.8,6.1,7.8,7.4,7.6,,7.9
718,5.0,5.0,0.9,5.1,5.3,0.9,7.5,5.4,2.6,3.1,2.5,,3.5,6.0,,3.7,6.0,5.0,3.7,,,,,,,,,,,
724,5.7,5.3,5.0,6.6,7.0,8.0,7.4,1.0,7.0,6.0,5.0,9.0,6.7,6.6,5.4,5.7,9.0,7.8,6.0,6.9,7.3,7.5,8.7,8.0,6.3,6.1,5.0,5.8,5.4,7.1
725,9.0,9.6,7.8,8.2,9.0,5.6,8.2,8.0,8.3,8.3,8.6,7.4,9.0,8.0,5.8,7.1,10.0,5.3,6.1,8.0,7.3,6.6,7.7,8.0,6.1,7.5,7.8,7.5,5.3,6.2
726,6.0,,5.6,6.2,7.0,3.5,,6.6,4.3,,,,,,,,,,,,,,,,,,,,,
727,8.5,8.0,7.8,9.3,10.0,8.4,7.5,8.0,8.5,8.0,6.5,6.5,8.2,8.8,5.7,6.2,9.0,8.0,8.1,8.1,6.1,6.7,8.9,9.3,6.4,8.2,7.2,7.5,5.0,7.6
728,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,7.4,7.6,5.4,6.6,5.0,5.4,6.4,5.1,5.8,5.0,5.4,3.0,5.0,7.0,2.5,4.4,6.0,6.1,5.2,0.5,,,6.3,,5.1,,,,,
730,3.0,3.0,2.0,3.5,3.0,0.2,,,0.5,,,,,,,,,,,,,,,,,,,,,
732,5.5,5.0,5.4,6.0,4.0,5.0,7.3,5.0,4.4,3.8,5.9,2.8,5.5,7.8,5.3,5.0,5.0,6.3,7.0,5.0,5.9,5.0,6.3,5.5,5.8,,1.1,,3.3,5.3
733,8.0,6.8,5.1,6.6,9.0,8.1,7.2,5.7,7.5,7.3,6.6,6.5,7.6,8.6,6.2,6.8,10.0,7.0,7.3,8.0,3.7,6.2,7.6,6.0,4.4,7.0,6.1,6.8,5.1,7.0
734,6.0,4.2,5.3,5.4,4.0,5.5,5.5,5.7,4.4,7.5,7.1,0.7,3.8,7.1,3.2,6.6,8.0,6.2,5.7,0.7,,,,,5.3,,,,,
739,6.0,1.7,3.5,5.5,2.0,2.2,5.6,6.0,3.6,4.4,6.3,1.5,5.0,6.3,4.1,3.3,,7.1,7.1,1.7,,,,,5.7,,,,,
740,2.5,6.0,2.8,5.0,3.0,2.8,1.0,5.0,2.1,,,,,,,,,,,,,,,,,,,,,
742,4.5,4.3,2.1,5.1,3.0,2.0,4.3,1.8,1.5,5.0,5.5,2.7,5.0,5.1,2.8,,,5.2,3.3,,,,,,,,,,,
743,8.5,5.8,7.2,5.9,9.0,8.0,8.7,9.5,10.0,6.5,8.3,6.2,8.8,7.8,8.0,8.8,9.5,7.5,8.4,8.0,8.9,8.5,10.0,8.6,8.5,8.0,8.7,,6.2,7.3
747,5.5,,1.9,7.1,6.3,,0.5,,,,,,,,,,,,,,,,,,,,,,,
748,4.0,5.9,4.1,5.1,3.0,2.0,3.8,3.5,4.3,4.0,2.5,,,5.4,,,,5.0,2.0,,,,,,,,,,,
750,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
751,6.3,5.9,5.6,6.8,5.5,5.6,5.1,5.0,5.4,4.4,6.6,5.0,5.2,,5.0,5.6,7.5,,5.1,,,,7.0,,5.0,,,,,
752,6.5,4.4,2.3,5.3,4.5,,1.8,,,,,,,,,,,,,,,,,,,,,,,
756,3.5,,3.4,4.0,3.1,4.0,0.6,,1.3,,,,,,,,,,,,,,,,,,,,,
757,6.3,5.7,5.9,5.4,5.9,6.2,6.6,7.0,5.6,5.7,7.4,4.1,5.1,7.0,5.4,6.4,5.0,6.7,6.4,5.0,6.5,5.6,6.5,8.0,5.5,6.6,5.0,5.4,6.4,5.4
759,3.3,3.1,2.0,3.6,3.7,,1.8,,0.6,,,,,,,,,,,,,,,,,,,,,
760,4.0,5.1,2.5,4.1,3.5,2.0,3.5,1.0,1.4,5.0,,,,,,,,5.2,1.2,,,,,,,,,,,
761,2.5,2.6,0.7,2.4,5.0,,1.0,,1.2,,,,,,,,,,,,,,,,,,,,,
762,5.0,5.1,5.4,7.7,7.4,7.6,6.7,5.0,7.3,5.3,5.0,6.4,6.1,8.8,5.5,6.9,7.5,6.0,7.0,6.2,6.0,5.6,8.1,5.3,7.0,7.3,7.8,6.0,7.7,5.0
763,6.3,8.3,6.0,6.4,7.0,7.2,8.4,5.6,5.4,6.8,5.0,7.3,6.4,,5.7,2.5,8.5,6.0,6.7,5.0,1.0,,,,5.8,,,,,
764,,,0.7,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
765,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,5.3,3.5,3.3,5.3,6.6,5.4,5.5,5.6,6.5,2.8,5.6,4.0,4.2,6.3,0.7,5.0,3.7,5.3,6.1,3.4,,,6.9,,4.9,4.5,,2.8,,
768,6.0,3.5,,3.4,1.0,,0.6,,,,,,,,,,,,,,,,,,,,,,,
769,,,1.4,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
772,2.5,,2.1,5.0,4.0,,4.3,3.9,3.1,,,,,,,,,,,,,,,,,,,,,
773,5.3,6.8,5.4,6.5,5.3,6.2,6.0,5.7,5.4,6.4,5.0,5.0,1.7,5.2,5.8,5.3,4.0,6.1,4.2,5.1,1.7,3.9,,,2.6,8.0,7.5,5.0,5.2,
775,5.0,3.9,2.3,4.4,4.5,,2.5,3.3,3.1,3.0,,,,,,,,,,,,,,,,,,,,
776,8.3,6.5,7.5,8.9,8.8,10.0,9.0,7.3,9.2,9.0,8.7,9.0,9.0,8.3,7.6,9.1,10.0,5.4,8.3,8.6,9.2,9.5,,8.2,9.4,9.8,7.4,9.1,8.0,
779,2.5,1.7,0.3,3.8,5.6,5.2,1.4,,,,,,,,,,,,,,,,,,,,,,,
780,4.0,,0.9,3.7,5.0,,2.3,3.2,1.3,,,,,,,,,,,,,,,,,,,,,
783,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
784,3.3,,2.0,2.3,2.5,,2.1,,,,,,,,,,,,,,,,,,,,,,,
785,4.0,3.8,4.3,5.0,5.0,2.0,5.0,5.0,5.3,6.6,2.9,5.1,5.1,5.7,2.3,5.4,4.0,6.5,5.5,1.3,,,7.4,,,,,,,
786,6.5,4.0,4.1,6.0,5.0,,1.0,,0.3,6.7,,,,6.2,,,,,,,,,,,,,,,,
787,5.5,6.6,4.5,5.8,6.6,2.9,2.0,6.1,2.9,5.9,2.3,,1.6,5.5,,2.1,,4.5,,,,,,,,,,,,
789,6.5,7.8,5.0,7.4,8.5,5.0,8.0,9.5,7.4,9.1,6.1,5.6,5.8,8.0,5.5,6.7,7.0,6.0,7.7,7.1,6.8,3.3,6.9,9.0,5.7,6.5,5.0,6.4,5.6,6.6
792,6.0,2.7,3.7,6.5,3.9,,1.2,,,,,,,,,,,,,,,,,,,,,,,
793,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
797,5.0,2.5,5.9,5.1,5.0,,2.9,2.2,4.1,,,,,,,,,,,,,,,,,,,,,
798,7.0,5.0,5.1,5.4,6.7,5.4,6.4,7.2,5.9,5.3,6.4,5.3,5.0,5.5,5.4,5.8,6.0,4.7,7.5,4.1,5.0,5.0,6.2,6.5,4.3,5.8,3.9,8.1,5.3,6.8
799,5.0,6.6,5.5,7.4,5.3,6.6,5.3,5.0,5.0,5.6,3.3,3.8,5.1,7.6,5.0,5.3,5.0,5.3,5.6,3.1,5.9,5.2,7.3,7.9,5.2,6.0,,5.5,5.8,6.2
800,5.0,5.0,1.5,5.1,4.0,0.9,2.8,6.3,5.0,5.0,,,,4.4,,,,,,,,,,,,,,,,
801,8.5,8.0,7.3,8.3,10.0,9.2,9.4,9.0,9.3,6.6,9.0,9.5,9.5,9.0,6.4,9.8,10.0,7.5,8.8,9.8,9.6,10.0,9.7,9.3,9.5,9.7,9.8,,7.0,9.0
803,3.0,,1.9,2.1,3.0,,0.7,,,,,,,,,,,,,,,,,,,,,,,
807,5.3,5.0,4.3,5.8,6.0,5.7,3.5,6.2,4.1,3.8,5.4,4.3,4.1,,4.3,,,6.0,,5.0,,,,,,,,,,
815,5.9,6.5,7.5,6.0,6.9,7.2,4.4,5.0,3.4,4.0,,,,,,,,3.5,,2.2,,,,,,,,,,
816,5.2,5.0,1.0,3.2,2.5,1.0,2.7,2.0,4.0,3.1,1.3,,,1.3,,,,,,,,,,,,,,,,
820,9.2,6.3,7.4,9.0,9.0,6.0,7.0,7.5,5.6,6.9,5.1,6.1,5.6,5.9,2.7,1.4,6.0,5.3,7.2,3.5,,,3.4,,5.0,,,,,
822,6.1,2.7,4.3,7.0,6.0,5.0,5.0,3.5,5.1,5.0,6.4,2.8,5.5,6.8,5.5,,,6.2,,,,,,,,,,,,
823,5.7,8.8,4.2,7.3,5.5,5.1,5.4,6.0,5.8,7.1,9.0,7.2,5.8,8.8,5.6,6.5,8.0,7.0,7.0,5.5,,,6.7,5.5,6.6,,,,,
828,8.1,7.5,5.0,6.0,5.0,6.6,6.3,5.4,5.0,6.6,6.6,5.4,5.2,8.6,5.5,5.3,8.0,6.0,6.9,5.9,7.6,6.4,6.2,6.6,6.7,,,,,
829,5.9,8.5,4.6,5.5,8.0,2.8,5.2,5.0,3.8,8.1,5.8,,5.0,5.8,6.8,6.5,,6.3,,,,,,,,,,,,
830,8.3,8.5,8.6,8.7,7.0,8.4,8.0,8.0,9.5,7.2,7.6,7.3,7.7,9.7,5.7,7.0,9.0,7.8,7.7,7.0,7.6,7.2,7.7,6.4,7.8,,,,,
834,5.8,5.6,5.3,6.4,6.5,,,,,,,,,,,,,,,,,,,,,,,,,
835,6.6,4.3,4.6,6.5,3.0,3.7,5.7,5.0,6.1,3.8,5.6,5.0,5.8,7.1,5.1,5.5,,7.0,5.0,3.0,,,,,4.5,,,,,
836,5.0,7.3,4.5,6.4,6.5,5.0,6.2,7.0,5.0,5.0,6.9,5.5,5.1,8.0,5.0,1.5,7.5,5.8,3.5,2.9,,,,,,,,,,
837,6.3,8.1,5.2,5.9,8.0,9.2,8.0,6.5,7.0,6.8,6.9,8.4,5.8,8.6,5.6,6.2,8.5,6.8,5.3,7.8,6.8,7.5,6.0,8.5,6.3,,,,,
838,6.4,5.0,5.5,5.8,5.5,6.2,6.0,5.0,7.3,5.0,5.6,5.5,5.0,7.0,5.3,5.3,6.0,6.5,5.7,5.0,5.0,5.0,5.8,6.3,5.5,,,,,
839,4.0,5.8,3.9,5.1,4.4,,,,,,,,,,,,,,,,,,,,,,,,,
843,8.2,8.7,5.8,8.8,8.0,5.9,8.0,7.0,7.1,7.5,4.7,5.6,8.3,7.8,5.1,2.4,,6.3,7.0,6.2,,,7.8,6.4,,,,,,
844,4.0,4.5,2.8,4.8,5.1,,,,,,,,,,,,,,,,,,,,,,,,,
845,4.0,3.9,5.0,5.5,2.9,2.5,4.2,6.0,5.6,0.2,2.4,,,,,,,3.4,,,,,,,,,,,,
849,5.6,6.6,5.0,6.3,5.0,1.9,5.0,5.1,4.1,5.2,3.1,,,6.2,,0.2,,5.4,,,,,,,,,,,,
850,6.2,,3.0,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,
851,3.0,,2.1,2.1,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
857,5.8,2.5,2.5,3.6,4.0,4.0,5.4,3.6,3.0,1.9,3.4,,,5.3,1.5,,5.0,,2.0,,,,,,,,,,,
858,2.9,,4.2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
859,5.4,5.8,7.9,5.4,5.8,3.3,6.1,8.0,5.0,,4.4,,,,,,,,,,,,,,,,,,,
860,6.5,7.0,5.4,6.7,5.8,5.0,5.4,5.5,3.6,5.8,7.3,5.0,6.5,6.6,5.3,6.8,6.0,6.2,8.0,6.1,5.7,5.6,,5.2,,,,,,
862,4.4,,2.4,3.3,2.0,,1.0,1.8,,,,,,,,,,,,,,,,,,,,,,
864,6.3,6.4,5.1,5.1,4.0,1.5,5.6,5.0,5.0,5.1,5.4,2.5,6.5,7.4,5.0,3.5,,5.5,,,,,,,,,,,,
865,6.5,6.3,7.6,7.7,6.3,5.2,6.6,6.0,5.0,6.6,6.1,5.3,6.4,7.6,5.3,5.7,8.0,5.4,6.1,5.4,6.6,6.3,7.6,6.0,,,,,,
867,5.5,3.6,5.5,5.4,6.0,3.7,6.0,6.2,3.8,3.6,4.4,,5.0,7.4,2.5,3.6,,5.0,7.0,,,,,,,,,,,
872,5.4,5.8,3.1,5.0,4.5,,2.2,5.0,2.1,3.9,,,,,,,,5.2,,,,,,,,,,,,
873,6.3,7.6,5.0,5.8,4.0,6.7,6.5,2.3,1.8,6.5,,,,,,,,2.7,,,,,,,,,,,,
874,5.0,5.2,3.5,6.3,5.5,5.0,5.1,5.0,2.1,3.9,5.5,2.6,5.6,6.3,3.3,2.1,,5.5,,,,,,,,,,,,
878,5.7,,5.0,5.8,6.5,,5.0,6.0,5.8,,,,,,,,,,,,,,,,,,,,,
881,6.2,6.4,5.0,6.2,8.0,6.0,5.0,5.5,6.0,5.5,5.4,4.4,5.1,6.7,2.2,5.1,5.5,5.6,5.0,,,,5.0,,4.2,,,,,
884,9.5,9.8,9.8,9.9,10.0,10.0,9.3,10.0,9.9,9.2,8.0,9.2,9.5,9.4,9.5,9.5,10.0,8.5,9.1,9.8,10.0,9.4,9.3,10.0,9.8,,,,,
886,5.7,7.5,4.6,7.5,6.0,5.0,6.3,6.5,3.3,7.0,7.2,3.7,5.0,6.7,,6.8,,7.0,,,,,,,,,,,,
888,6.0,7.0,5.2,6.5,5.3,3.5,6.1,5.5,5.0,5.0,5.0,3.8,4.0,8.2,5.3,,,5.6,,5.0,2.1,,,,5.0,,,,,
889,6.2,2.9,2.8,4.3,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
890,6.1,5.3,5.6,7.0,5.5,5.0,5.4,6.0,5.0,1.6,6.8,5.0,5.6,6.0,4.1,5.0,6.0,,,3.3,,3.3,,,6.1,,,,,
892,9.3,9.2,6.9,9.0,7.5,6.4,6.8,6.0,5.4,9.5,7.1,5.6,6.7,8.5,5.8,5.6,9.0,6.5,7.8,7.0,7.7,6.0,,6.4,,,,,,
894,6.4,6.1,5.6,7.8,7.5,5.0,6.1,7.0,7.9,6.3,6.6,5.3,5.2,6.1,3.4,6.2,9.0,7.3,7.7,,,,,,,,,,,
896,7.5,7.4,8.5,8.9,10.0,9.2,8.0,7.6,9.0,8.6,8.2,7.0,6.9,8.8,6.0,7.4,8.5,8.4,8.2,6.1,7.6,7.8,8.1,6.2,7.2,,,,,
898,7.2,7.5,7.0,7.9,6.5,6.7,6.4,5.0,7.0,6.5,6.9,5.0,5.0,8.1,5.7,6.6,6.5,8.5,6.8,8.0,6.9,7.8,7.8,8.0,7.5,,,,,
906,4.0,,2.0,1.0,2.0,,,3.5,,,,,,,,,,,,,,,,,,,,,,
907,6.5,8.1,5.0,5.8,5.0,3.6,5.7,6.0,5.0,5.9,5.8,4.1,6.4,7.3,5.9,6.7,,6.0,6.9,4.0,6.9,,,,6.2,,,,,
908,5.7,5.7,3.9,5.7,5.2,4.0,7.8,6.5,5.9,5.8,3.1,2.6,3.7,7.3,3.2,3.6,4.0,6.0,6.3,,,,,,,,,,,
911,6.4,6.2,5.7,7.4,6.4,6.0,6.1,6.5,6.6,7.3,5.8,5.4,5.5,6.4,7.2,5.1,6.5,7.0,6.4,9.0,7.2,5.5,7.6,5.0,5.9,,,,,
912,5.0,5.9,5.0,5.4,5.0,2.3,5.0,3.5,1.8,3.2,0.9,1.2,,,1.7,,,2.9,3.0,,,,,,,,,,,
913,6.9,8.0,6.1,7.1,6.4,3.0,5.8,7.5,6.5,5.7,4.3,2.7,4.3,6.5,5.8,1.5,6.5,5.2,6.0,1.4,,,,,,,,,,
915,6.4,5.8,5.0,6.3,4.3,2.3,6.1,5.5,1.5,4.5,1.8,,,5.4,,,,1.5,0.5,,,,,,,,,,,
916,6.3,8.4,6.0,7.4,6.3,5.0,7.1,6.0,5.6,7.7,6.2,5.8,6.1,9.1,5.3,7.1,8.5,6.2,7.0,5.5,7.2,8.3,6.8,6.2,5.9,,,,,
917,4.0,,5.1,5.4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
918,7.0,5.7,5.2,5.1,5.0,5.0,5.1,7.0,5.0,6.1,2.9,1.7,1.7,5.9,3.0,,,,,,,,,,,,,,,
920,7.7,6.4,6.3,7.8,4.0,5.4,5.0,5.2,5.5,5.9,5.4,3.7,5.9,,6.5,5.5,8.0,7.0,,,,,6.2,,5.0,,,,,
921,5.6,7.4,5.7,6.3,4.5,5.0,7.1,5.0,5.9,6.4,5.0,,3.9,5.0,5.0,1.3,,4.3,3.5,,,,,,,,,,,
922,7.2,9.0,6.9,6.3,6.5,5.0,6.6,6.0,6.0,7.6,5.0,5.0,6.4,5.1,5.2,1.8,5.5,0.5,4.1,6.6,5.3,5.0,3.3,1.2,3.0,,,,,
923,8.1,6.2,5.7,6.7,6.7,4.0,5.0,5.0,5.8,6.5,7.5,5.5,5.3,7.8,5.1,6.4,8.0,8.0,7.4,3.9,6.1,,8.3,7.2,6.4,,,,,
927,5.4,,2.4,4.0,4.0,,3.5,3.4,,,,,,,,,,,,,,,,,,,,,,
928,5.8,5.0,1.3,3.0,4.2,,,5.0,0.4,1.7,,,,,,,,,,,,,,,,,,,,
929,4.0,4.5,2.4,4.1,5.7,3.4,4.7,4.0,,,,,,,,,,,,,,,,,,,,,,
930,4.0,7.2,3.9,7.3,5.8,3.6,7.0,5.0,5.0,5.4,5.1,1.7,5.0,4.6,5.2,0.6,7.0,,5.3,,1.9,,,3.3,,,,,,
932,5.5,5.4,5.0,6.6,5.3,3.1,5.0,6.0,5.4,6.2,5.8,1.9,5.0,3.5,5.6,2.0,,6.0,5.0,,,,,,,,,,,
933,5.7,7.0,5.1,6.8,5.4,2.7,6.0,5.5,5.0,2.4,5.0,3.5,0.5,6.2,2.2,5.0,,6.2,5.4,2.0,2.6,,,,4.0,,,,,
936,6.1,6.4,5.2,5.0,4.0,4.1,5.0,5.0,5.0,5.0,7.1,6.0,5.0,7.5,2.7,4.3,6.0,5.8,5.5,2.0,,,,,,,,,,
938,6.9,6.6,5.8,5.5,5.9,5.0,5.1,5.4,6.1,5.3,5.8,5.0,5.8,,5.0,4.3,8.0,7.0,7.0,5.9,6.2,7.0,7.5,7.4,7.0,,,,,
939,5.1,6.2,3.7,5.7,5.0,1.4,5.9,2.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,
940,4.0,,2.7,3.7,3.4,,,,,,,,,,,,,,,,,,,,,,,,,
943,3.0,3.6,2.5,3.5,4.5,2.5,5.5,4.0,4.3,5.0,3.6,3.0,3.7,5.4,1.6,,,,,,,,,,,,,,,
944,5.0,,,3.9,2.2,,,,2.4,,,,,,,,,,,,,,,,,,,,,
945,5.0,5.0,4.1,2.7,2.5,5.0,5.0,3.6,3.5,4.4,2.8,2.3,3.9,6.4,2.9,,4.0,5.1,,,,,,,,,,,,
946,6.9,7.7,7.3,7.3,9.5,5.5,5.7,7.5,7.5,7.3,7.3,6.3,5.0,8.2,5.2,8.5,6.5,8.5,6.8,5.0,7.8,5.1,8.5,6.6,7.7,,,,,
947,5.9,7.3,5.0,5.9,5.7,5.5,5.3,6.0,6.4,7.1,5.0,5.0,5.5,7.9,3.3,3.3,9.0,6.1,6.0,4.2,4.6,5.0,3.4,5.0,5.0,,,,,
948,5.5,9.5,5.5,5.5,5.5,5.5,8.0,5.5,5.5,8.3,5.5,5.5,5.5,9.8,5.5,5.5,7.5,8.3,8.0,8.0,7.5,5.8,5.7,6.1,8.0,8.1,5.5,7.5,8.0,7.5
949,,,,,,,,,,,,8.2,,9.4,,,8.7,8.1,8.7,,,7.0,7.0,9.5,6.7,5.0,5.3,,5.9,
951,,,6.3,,6.3,6.3,,,,,,,,,,,,,,,,,,,,,,,,
952,,,,5.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,
954,7.5,7.0,7.5,7.5,7.5,7.5,6.7,6.5,9.4,5.4,7.0,7.8,6.7,,,5.5,,,8.2,6.7,,5.8,,,,,,,,
956,,,2.5,4.0,2.0,1.8,,4.0,,,,,,,,,,,,,,,,,,,,,,
958,,6.6,6.6,,6.6,,,6.0,,,,,,,,,,,,,,,,,,,,,,
960,7.0,7.8,6.0,7.8,3.7,,,7.0,,7.8,,,,,,,,,,,,,,,,,,,,
961,6.7,,,6.2,2.8,,3.9,,,,,,,,,,,,,,,,,,,,,,,
